year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,5,0
1941,0,0
1942,0,0
1943,0,0
1944,5,0
1945,5,0
1946,0,0
1947,5,0
1948,5,0
1949,0,0
1950,5,0
1951,9,0
1952,6,0
1953,12,0
1954,18,0
1955,30,0
1956,33,0
1957,32,0
1958,14,0
1959,20,0
1960,16,0
1961,21,0
1962,22,0
1963,28,0
1964,24,0
1965,33,0
1966,40,0
1967,45,0
1968,45,0
1969,60,0
1970,68,0
1971,59,0
1972,73,0
1973,70,0
1974,58,0
1975,76,0
1976,68,0
1977,69,0
1978,57,0
1979,66,0
1980,68,0
1981,67,0
1982,65,0
1983,54,0
1984,55,0
1985,68,0
1986,54,0
1987,55,0
1988,59,0
1989,44,0
1990,47,0
1991,42,0
1992,40,0
1993,22,0
1994,15,0
1995,18,0
1996,13,0
1997,12,0
1998,10,0
1999,5,0
2000,8,0
2001,11,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,9,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,5,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
