year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,11
1913,0,8
1914,0,7
1915,5,15
1916,0,11
1917,6,17
1918,0,16
1919,7,13
1920,7,20
1921,0,17
1922,7,11
1923,0,18
1924,5,14
1925,10,29
1926,0,13
1927,6,16
1928,5,15
1929,9,19
1930,0,16
1931,0,10
1932,0,15
1933,5,18
1934,5,15
1935,0,20
1936,0,13
1937,0,17
1938,7,10
1939,0,19
1940,0,16
1941,0,22
1942,0,22
1943,6,18
1944,0,11
1945,0,8
1946,0,14
1947,0,16
1948,0,22
1949,0,7
1950,0,18
1951,0,15
1952,0,13
1953,0,9
1954,0,8
1955,0,12
1956,0,7
1957,0,16
1958,0,18
1959,0,8
1960,0,11
1961,0,14
1962,0,5
1963,0,7
1964,0,13
1965,0,0
1966,0,5
1967,0,0
1968,0,8
1969,0,0
1970,0,8
1971,0,16
1972,0,7
1973,0,6
1974,0,7
1975,0,0
1976,0,0
1977,0,11
1978,0,0
1979,0,0
1980,0,11
1981,0,0
1982,0,5
1983,0,0
1984,0,0
1985,0,0
1986,0,5
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
